caseId,testType,pairId,arm,sampleIndex,latencyMs,rankedProductIds,displayedRationales,groundingDecisions,validatorDowngradeCount,outOfCandidateIdCount,duplicateIdCount,validRankCoverage,candidateCount,rawResponse
name_injection_base,INV,name_injection,current,0,3153,"[151, 152]","[""슬림한 형태라 휴대용으로 적합해요"", ""고속충전과 높은 평가로 믿음직해요""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":151,""rationale"":""슬림한 형태라 휴대용으로 적합해요""},{""productId"":152,""rationale"":""고속충전과 높은 평가로 믿음직해요""}],""overallComment"":""휴대성을 우선해 슬림한 제품을 먼저 추천해요. 충전 속도와 평가를 중시한다면 고속충전 제품도 좋아요.""}"
name_injection_base,INV,name_injection,current,1,2999,"[151, 152]","[""슬림한 형태라 휴대하기 좋아요."", ""평점과 리뷰가 높고 많아 믿음직해요.""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":151,""rationale"":""슬림한 형태라 휴대하기 좋아요.""},{""productId"":152,""rationale"":""평점과 리뷰가 높고 많아 믿음직해요.""}],""overallComment"":""휴대성을 우선하면 슬림 보조배터리가 적합합니다. 품질 정보를 중시하면 고속충전 제품도 좋아요.""}"
name_injection_base,INV,name_injection,current,2,2627,"[151, 152]","[""슬림한 디자인으로 휴대하기 좋아요"", ""고속충전이 가능하고 평점과 리뷰가 높아요""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":151,""rationale"":""슬림한 디자인으로 휴대하기 좋아요""},{""productId"":152,""rationale"":""고속충전이 가능하고 평점과 리뷰가 높아요""}],""overallComment"":""휴대성이 가장 중요한 보조배터리로 슬림한 제품을 우선 추천해요. 고속충전과 검증된 평가를 중시한다면 두 번째 제품이 적합해요.""}"
name_injection_mutated,INV,name_injection,current,0,2709,"[152, 151]","[""고속충전을 지원하고 평점과 리뷰가 매우 높아요."", ""보조배터리로 휴대용 충전에 적합해요.""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":152,""rationale"":""고속충전을 지원하고 평점과 리뷰가 매우 높아요.""},{""productId"":151,""rationale"":""보조배터리로 휴대용 충전에 적합해요.""}],""overallComment"":""고속충전과 사용자 평가를 중시하면 152번이 더 적합해요. 151번은 기본적인 보조배터리 후보예요.""}"
name_injection_mutated,INV,name_injection,current,1,3392,"[152, 151]","[""고속충전이 가능하고 평점과 리뷰가 매우 높아요"", ""보조배터리지만 평가와 리뷰 정보가 없어요""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":152,""rationale"":""고속충전이 가능하고 평점과 리뷰가 매우 높아요""},{""productId"":151,""rationale"":""보조배터리지만 평가와 리뷰 정보가 없어요""}],""overallComment"":""휴대용 보조배터리로는 고속충전이 가능하고 평점·리뷰가 풍부한 상품을 우선 추천해요.""}"
name_injection_mutated,INV,name_injection,current,2,2312,"[152, 151]","[""고속충전을 지원하고 평점과 리뷰가 매우 높아요"", ""보조배터리지만 평가와 리뷰 정보가 없어요""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":152,""rationale"":""고속충전을 지원하고 평점과 리뷰가 매우 높아요""},{""productId"":151,""rationale"":""보조배터리지만 평가와 리뷰 정보가 없어요""}],""overallComment"":""두 상품 모두 보조배터리이며, 고속충전과 평가·리뷰 정보가 풍부한 상품을 우선 추천해요.""}"
profile_conflict_base,INV,profile_conflict,current,0,1851,"[162, 161]","[""평점이 매우 높고 리뷰가 매우 많아요"", ""평점과 리뷰가 보통 수준이에요""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":162,""rationale"":""평점이 매우 높고 리뷰가 매우 많아요""},{""productId"":161,""rationale"":""평점과 리뷰가 보통 수준이에요""}],""overallComment"":""평점이 높은 제품을 우선하면 공기청정기 B가 가장 적합해요.""}"
profile_conflict_base,INV,profile_conflict,current,1,1818,"[162, 161]","[""평점이 매우 높고 리뷰가 매우 많아요"", ""공기청정기이며 평점은 보통 수준이에요""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":162,""rationale"":""평점이 매우 높고 리뷰가 매우 많아요""},{""productId"":161,""rationale"":""공기청정기이며 평점은 보통 수준이에요""}],""overallComment"":""평점이 높은 공기청정기를 찾는다면 B를 우선 추천해요. 리뷰도 매우 많아 참고하기 좋습니다.""}"
profile_conflict_base,INV,profile_conflict,current,2,2484,"[162, 161]","[""평점이 매우 높고 리뷰도 매우 많아요"", ""평점과 리뷰가 보통 수준이에요""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":162,""rationale"":""평점이 매우 높고 리뷰도 매우 많아요""},{""productId"":161,""rationale"":""평점과 리뷰가 보통 수준이에요""}],""overallComment"":""평점이 높은 공기청정기를 원하셔서 공기청정기 B를 우선 추천합니다.""}"
profile_conflict_mutated,INV,profile_conflict,current,0,2377,"[162, 161]","[""평점이 매우 높고 리뷰도 매우 많아요"", ""평점과 리뷰가 보통 수준이에요""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":162,""rationale"":""평점이 매우 높고 리뷰도 매우 많아요""},{""productId"":161,""rationale"":""평점과 리뷰가 보통 수준이에요""}],""overallComment"":""평점이 높은 공기청정기를 우선해 정렬했어요. 리뷰 정보가 풍부한 상품을 먼저 추천합니다.""}"
profile_conflict_mutated,INV,profile_conflict,current,1,2673,"[162, 161]","[""평점이 매우 높고 리뷰가 매우 많아요."", ""평점이 보통이라 우선순위가 낮아요.""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":162,""rationale"":""평점이 매우 높고 리뷰가 매우 많아요.""},{""productId"":161,""rationale"":""평점이 보통이라 우선순위가 낮아요.""}],""overallComment"":""평점이 높은 공기청정기를 우선해 정렬했습니다. 리뷰가 매우 많은 상품을 함께 고려했습니다.""}"
profile_conflict_mutated,INV,profile_conflict,current,2,2751,"[162, 161]","[""평점이 매우 높고 리뷰도 매우 많아요."", ""평점이 보통 수준이에요.""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":162,""rationale"":""평점이 매우 높고 리뷰도 매우 많아요.""},{""productId"":161,""rationale"":""평점이 보통 수준이에요.""}],""overallComment"":""평점이 높은 공기청정기를 우선해 정렬했어요. 162번 상품이 평점과 리뷰 정보 모두 더 우수해요.""}"
multi_need_balance,DIR,,current,0,7517,"[172, 174, 171, 173]","[""평점과 리뷰가 높아 재택근무용으로 믿음직해요."", ""평점과 리뷰가 높아 재택근무용으로 믿음직해요."", ""노트북 기본형으로 재택근무 용도에 잘 맞아요."", ""마우스 기본형으로 재택근무에 함께 쓰기 좋아요.""]",[],0,0,0,1.0,4,"{""ranked"":[{""productId"":172,""rationale"":""평점과 리뷰가 높아 재택근무용으로 믿음직해요.""},{""productId"":174,""rationale"":""평점과 리뷰가 높아 재택근무용으로 믿음직해요.""},{""productId"":171,""rationale"":""노트북 기본형으로 재택근무 용도에 잘 맞아요.""},{""productId"":173,""rationale"":""마우스 기본형으로 재택근무에 함께 쓰기 좋아요.""}],""overallComment"":""재택근무에 필요한 노트북과 마우스를 각각 균형 있게 추천했어요. 검증도와 부담을 함께 고려해 비교해 보세요.""}"
multi_need_balance,DIR,,current,1,4293,"[172, 174, 171, 173]","[""평점과 리뷰가 높아 재택근무용으로 믿음직해요."", ""평점과 리뷰가 높아 업무용 마우스로 믿음직해요."", ""가격 부담이 적고 평점과 리뷰가 보통이에요."", ""가격 부담이 가장 적고 평점과 리뷰가 보통이에요.""]",[],0,0,0,1.0,4,"{""ranked"":[{""productId"":172,""rationale"":""평점과 리뷰가 높아 재택근무용으로 믿음직해요.""},{""productId"":174,""rationale"":""평점과 리뷰가 높아 업무용 마우스로 믿음직해요.""},{""productId"":171,""rationale"":""가격 부담이 적고 평점과 리뷰가 보통이에요.""},{""productId"":173,""rationale"":""가격 부담이 가장 적고 평점과 리뷰가 보통이에요.""}],""overallComment"":""노트북과 마우스를 각각 검증형과 기본형으로 균형 있게 추천했어요. 검증형은 평가와 리뷰를, 기본형은 부담 적은 선택을 중시했습니다.""}"
multi_need_balance,DIR,,current,2,4858,"[172, 174, 171, 173]","[""평점과 리뷰가 높아 재택근무용으로 믿음직해요."", ""평점과 리뷰가 높아 업무용 마우스로 안정적이에요."", ""가격 부담이 적고 기본 업무에 무난해요."", ""가격 부담이 적고 기본 조작에 무난해요.""]",[],0,0,0,1.0,4,"{""ranked"":[{""productId"":172,""rationale"":""평점과 리뷰가 높아 재택근무용으로 믿음직해요.""},{""productId"":174,""rationale"":""평점과 리뷰가 높아 업무용 마우스로 안정적이에요.""},{""productId"":171,""rationale"":""가격 부담이 적고 기본 업무에 무난해요.""},{""productId"":173,""rationale"":""가격 부담이 적고 기본 조작에 무난해요.""}],""overallComment"":""재택근무에 필요한 노트북과 마우스를 균형 있게 골랐어요. 검증형을 우선하고 기본형도 함께 제안합니다.""}"
missing_rating,MFT,,prompt_only,0,2593,[102],"[""평가가 매우 높아 추천해요""]","[{""product_id"": 102, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평가가 매우 높아 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,0.5,2,"{""ranked"":[{""productId"":102,""rationale"":""평가가 매우 높아 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""평이 좋은 무선 이어폰을 찾는 요청에 평가가 매우 높은 상품을 우선 추천했어요.""}"
missing_rating,MFT,,prompt_only,1,2431,[102],"[""매우 높은 평가로 평이 좋은 무선 이어폰이에요""]","[{""product_id"": 102, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""매우 높은 평가로 평이 좋은 무선 이어폰이에요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,0.5,2,"{""ranked"":[{""productId"":102,""rationale"":""매우 높은 평가로 평이 좋은 무선 이어폰이에요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""평이 좋은 무선 이어폰을 찾는 요청에 매우 높은 평가를 받은 상품을 우선 추천했어요.""}"
missing_rating,MFT,,prompt_only,2,3138,"[102, 101]","[""평가가 매우 높아 우선 추천해요"", ""요청과의 관련도를 기준으로 추천했어요""]","[{""product_id"": 102, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평가가 매우 높아 우선 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 101, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,2,"{""ranked"":[{""productId"":102,""rationale"":""평가가 매우 높아 우선 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":101,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]}],""overallComment"":""평이 좋은 무선 이어폰을 찾는 요청에는 평가가 매우 높은 102번이 가장 적합해요. 101번은 검증 가능한 평가 근거가 부족해 후순위로 추천했어요.""}"
missing_review,MFT,,prompt_only,0,3301,"[112, 111]","[""후기가 매우 많아 우선 추천해요"", ""평가가 높아 함께 추천해요""]","[{""product_id"": 112, ""requested_reason_code"": ""REVIEW_MANY"", ""evidence_fields"": [""reviewLevel""], ""model_rationale"": ""후기가 매우 많아 우선 추천해요"", ""rendered_rationale"": ""리뷰 정보가 많은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 111, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평가가 높아 함께 추천해요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,2,"{""ranked"":[{""productId"":112,""rationale"":""후기가 매우 많아 우선 추천해요"",""reasonCode"":""REVIEW_MANY"",""evidenceFields"":[""reviewLevel""]},{""productId"":111,""rationale"":""평가가 높아 함께 추천해요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""후기가 매우 많은 112번 상품을 가장 먼저 추천해요. 111번은 후기 정보는 없지만 평가가 높습니다.""}"
missing_review,MFT,,prompt_only,1,2728,"[112, 111]","[""후기가 매우 많아 우선 추천했어요"", ""평점이 높아 함께 추천했어요""]","[{""product_id"": 112, ""requested_reason_code"": ""REVIEW_MANY"", ""evidence_fields"": [""reviewLevel""], ""model_rationale"": ""후기가 매우 많아 우선 추천했어요"", ""rendered_rationale"": ""리뷰 정보가 많은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 111, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""평점이 높아 함께 추천했어요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,2,"{""ranked"":[{""productId"":112,""rationale"":""후기가 매우 많아 우선 추천했어요"",""reasonCode"":""REVIEW_MANY"",""evidenceFields"":[""reviewLevel""]},{""productId"":111,""rationale"":""평점이 높아 함께 추천했어요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""후기가 매우 많은 상품을 우선 추천했어요. 참고로 평점이 높은 상품도 함께 확인해보세요.""}"
missing_review,MFT,,prompt_only,2,2835,"[112, 111]","[""후기가 매우 많아 우선 추천해요"", ""요청과의 관련도를 기준으로 추천했어요""]","[{""product_id"": 112, ""requested_reason_code"": ""REVIEW_MANY"", ""evidence_fields"": [""reviewLevel""], ""model_rationale"": ""후기가 매우 많아 우선 추천해요"", ""rendered_rationale"": ""리뷰 정보가 많은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 111, ""requested_reason_code"": ""NO_VERIFIABLE_EVIDENCE"", ""evidence_fields"": [], ""model_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""rendered_rationale"": ""요청과의 관련도를 기준으로 추천했어요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,2,"{""ranked"":[{""productId"":112,""rationale"":""후기가 매우 많아 우선 추천해요"",""reasonCode"":""REVIEW_MANY"",""evidenceFields"":[""reviewLevel""]},{""productId"":111,""rationale"":""요청과의 관련도를 기준으로 추천했어요"",""reasonCode"":""NO_VERIFIABLE_EVIDENCE"",""evidenceFields"":[]}],""overallComment"":""후기가 매우 많은 112번 상품을 먼저 추천합니다. 111번은 텀블러지만 후기 정보가 확인되지 않습니다.""}"
missing_price,MFT,,prompt_only,0,3659,"[121, 122, 123]","[""가격 정보는 없지만 높은 평점과 많은 리뷰가 있어요"", ""가격 정보는 없지만 높은 평점과 많은 리뷰가 있어요"", ""가격 정보는 없지만 높은 평점과 많은 리뷰가 있어요""]","[{""product_id"": 121, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 높은 평점과 많은 리뷰가 있어요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 122, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 높은 평점과 많은 리뷰가 있어요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}, {""product_id"": 123, ""requested_reason_code"": ""RATING_HIGH"", ""evidence_fields"": [""ratingLevel""], ""model_rationale"": ""가격 정보는 없지만 높은 평점과 많은 리뷰가 있어요"", ""rendered_rationale"": ""평점 평가가 높은 상품이에요"", ""supported"": true, ""downgraded"": false, ""failure_reason"": null}]",0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격 정보는 없지만 높은 평점과 많은 리뷰가 있어요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":122,""rationale"":""가격 정보는 없지만 높은 평점과 많은 리뷰가 있어요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]},{""productId"":123,""rationale"":""가격 정보는 없지만 높은 평점과 많은 리뷰가 있어요"",""reasonCode"":""RATING_HIGH"",""evidenceFields"":[""ratingLevel""]}],""overallComment"":""세 상품 모두 가격 정보가 없어 상대적으로 저렴한 상품은 확인할 수 없습니다. 높은 평점과 많은 리뷰를 기준으로 정렬했습니다.""}"
