caseId,testType,pairId,arm,sampleIndex,latencyMs,rankedProductIds,displayedRationales,groundingDecisions,validatorDowngradeCount,outOfCandidateIdCount,duplicateIdCount,validRankCoverage,candidateCount,rawResponse
missing_review,MFT,,current,2,2403,[112],"[""후기가 매우 많아 검토하기 좋아요.""]",[],0,0,0,0.5,2,"{""ranked"":[{""productId"":112,""rationale"":""후기가 매우 많아 검토하기 좋아요.""}],""overallComment"":""후기가 많은 조건에 가장 잘 맞는 상품을 우선 추천했어요.""}"
missing_review,MFT,,current,3,2324,"[112, 111]","[""리뷰가 매우 많아 후기를 살펴보기 좋아요"", ""평점은 높지만 리뷰 정보가 없어요""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":112,""rationale"":""리뷰가 매우 많아 후기를 살펴보기 좋아요""},{""productId"":111,""rationale"":""평점은 높지만 리뷰 정보가 없어요""}],""overallComment"":""후기가 많은 상품을 우선해 112번을 추천해요. 111번은 평점은 높지만 리뷰 정보가 없어 후기를 확인하기 어려워요.""}"
missing_review,MFT,,current,4,2218,[112],"[""후기가 매우 많아 선택에 참고하기 좋아요.""]",[],0,0,0,0.5,2,"{""ranked"":[{""productId"":112,""rationale"":""후기가 매우 많아 선택에 참고하기 좋아요.""}],""overallComment"":""후기가 많은 텀블러를 우선 추천했어요.""}"
missing_review,MFT,,current,5,1565,[112],"[""후기가 매우 많아 참고하기 좋아요.""]",[],0,0,0,0.5,2,"{""ranked"":[{""productId"":112,""rationale"":""후기가 매우 많아 참고하기 좋아요.""}],""overallComment"":""후기가 많은 조건에 가장 잘 맞는 상품을 우선 추천했어요.""}"
missing_review,MFT,,current,6,2123,"[112, 111]","[""리뷰가 매우 많아 후기가 풍부해요"", ""리뷰 정보가 없어 후기 기준으로는 아쉬워요""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":112,""rationale"":""리뷰가 매우 많아 후기가 풍부해요""},{""productId"":111,""rationale"":""리뷰 정보가 없어 후기 기준으로는 아쉬워요""}],""overallComment"":""후기가 많은 상품을 우선해 112번을 추천해요. 111번은 리뷰 정보가 없어 비교가 어려워요.""}"
missing_review,MFT,,current,7,2058,[112],"[""후기가 매우 많아 우선 추천해요""]",[],0,0,0,0.5,2,"{""ranked"":[{""productId"":112,""rationale"":""후기가 매우 많아 우선 추천해요""}],""overallComment"":""후기 많은 텀블러를 원하셔서 리뷰 정보가 풍부한 상품을 추천했어요.""}"
missing_price,MFT,,current,0,2194,"[121, 122, 123]","[""가격 정보는 없지만 평점과 리뷰가 좋아요"", ""가격 정보는 없지만 평점과 리뷰가 좋아요"", ""가격 정보는 없지만 평점과 리뷰가 좋아요""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격 정보는 없지만 평점과 리뷰가 좋아요""},{""productId"":122,""rationale"":""가격 정보는 없지만 평점과 리뷰가 좋아요""},{""productId"":123,""rationale"":""가격 정보는 없지만 평점과 리뷰가 좋아요""}],""overallComment"":""세 상품 모두 가격 정보가 없어 상대적으로 저렴한 상품을 구분하기 어렵습니다. 가격을 확인한 뒤 비교해 보세요.""}"
missing_price,MFT,,current,1,3008,"[121, 122, 123]","[""가격 정보가 없어 상대적으로 저렴한지 비교하기 어렵습니다."", ""가격 정보가 없어 상대적으로 저렴한지 비교하기 어렵습니다."", ""가격 정보가 없어 상대적으로 저렴한지 비교하기 어렵습니다.""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격 정보가 없어 상대적으로 저렴한지 비교하기 어렵습니다.""},{""productId"":122,""rationale"":""가격 정보가 없어 상대적으로 저렴한지 비교하기 어렵습니다.""},{""productId"":123,""rationale"":""가격 정보가 없어 상대적으로 저렴한지 비교하기 어렵습니다.""}],""overallComment"":""세 상품 모두 가격 정보가 없어 상대적인 저렴함을 판단하기 어렵습니다. 평점과 리뷰 수준은 모두 동일합니다.""}"
missing_price,MFT,,current,2,2600,"[121, 122, 123]","[""가격 정보가 없어 저렴한지 비교하기 어렵습니다."", ""가격 정보가 없어 저렴한지 비교하기 어렵습니다."", ""가격 정보가 없어 저렴한지 비교하기 어렵습니다.""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격 정보가 없어 저렴한지 비교하기 어렵습니다.""},{""productId"":122,""rationale"":""가격 정보가 없어 저렴한지 비교하기 어렵습니다.""},{""productId"":123,""rationale"":""가격 정보가 없어 저렴한지 비교하기 어렵습니다.""}],""overallComment"":""세 상품 모두 가격 정보가 없어 상대적으로 저렴한 순위를 판단하기 어렵습니다. 가격을 확인하면 더 정확히 추천할 수 있습니다.""}"
missing_price,MFT,,current,3,2405,"[121, 122, 123]","[""가격 정보는 없지만 평점과 리뷰가 좋아요."", ""가격 정보는 없지만 평점과 리뷰가 좋아요."", ""가격 정보는 없지만 평점과 리뷰가 좋아요.""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격 정보는 없지만 평점과 리뷰가 좋아요.""},{""productId"":122,""rationale"":""가격 정보는 없지만 평점과 리뷰가 좋아요.""},{""productId"":123,""rationale"":""가격 정보는 없지만 평점과 리뷰가 좋아요.""}],""overallComment"":""후보 모두 가격 정보가 없어 상대적으로 저렴한 상품을 구분하기 어렵습니다. 평점과 리뷰가 좋은 순으로는 동일하게 판단됩니다.""}"
missing_price,MFT,,current,4,2602,"[121, 122, 123]","[""가격 정보가 없어 저렴한지 비교하기 어려워요."", ""가격 정보가 없어 저렴한지 비교하기 어려워요."", ""가격 정보가 없어 저렴한지 비교하기 어려워요.""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격 정보가 없어 저렴한지 비교하기 어려워요.""},{""productId"":122,""rationale"":""가격 정보가 없어 저렴한지 비교하기 어려워요.""},{""productId"":123,""rationale"":""가격 정보가 없어 저렴한지 비교하기 어려워요.""}],""overallComment"":""세 상품 모두 가격 정보가 없어 상대적으로 저렴한 순위를 판단하기 어렵습니다.""}"
missing_price,MFT,,current,5,2398,"[121, 122, 123]","[""가격 정보는 없지만 평점이 높고 리뷰가 많아요."", ""가격 정보는 없지만 평점이 높고 리뷰가 많아요."", ""가격 정보는 없지만 평점이 높고 리뷰가 많아요.""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격 정보는 없지만 평점이 높고 리뷰가 많아요.""},{""productId"":122,""rationale"":""가격 정보는 없지만 평점이 높고 리뷰가 많아요.""},{""productId"":123,""rationale"":""가격 정보는 없지만 평점이 높고 리뷰가 많아요.""}],""overallComment"":""모든 후보의 가격 정보가 없어 상대적으로 저렴한 순위를 판단하기 어렵습니다. 평점과 리뷰 수준은 모두 동일합니다.""}"
missing_price,MFT,,current,6,2442,"[121, 122, 123]","[""가격 정보가 없어 저렴함을 비교하기 어려워요."", ""가격 정보가 없어 저렴함을 비교하기 어려워요."", ""가격 정보가 없어 저렴함을 비교하기 어려워요.""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격 정보가 없어 저렴함을 비교하기 어려워요.""},{""productId"":122,""rationale"":""가격 정보가 없어 저렴함을 비교하기 어려워요.""},{""productId"":123,""rationale"":""가격 정보가 없어 저렴함을 비교하기 어려워요.""}],""overallComment"":""세 상품 모두 가격 정보가 없어 상대적으로 저렴한 제품을 특정하기 어렵습니다. 가격 확인 후 비교해 보세요.""}"
missing_price,MFT,,current,7,2240,"[121, 122, 123]","[""가격 정보가 없어 저렴한 정도를 판단하기 어렵습니다."", ""가격 정보가 없어 저렴한 정도를 판단하기 어렵습니다."", ""가격 정보가 없어 저렴한 정도를 판단하기 어렵습니다.""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":121,""rationale"":""가격 정보가 없어 저렴한 정도를 판단하기 어렵습니다.""},{""productId"":122,""rationale"":""가격 정보가 없어 저렴한 정도를 판단하기 어렵습니다.""},{""productId"":123,""rationale"":""가격 정보가 없어 저렴한 정도를 판단하기 어렵습니다.""}],""overallComment"":""모든 후보의 가격 정보가 없어 상대적으로 저렴한 순위를 구분하기 어렵습니다. 평점과 리뷰 수준은 모두 동일합니다.""}"
rating_boundary,MFT,,current,0,2072,"[133, 132, 131]","[""평점이 가장 높고 리뷰도 매우 많아요."", ""평점이 높고 리뷰가 많아요."", ""평점과 리뷰가 보통 수준이에요.""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 가장 높고 리뷰도 매우 많아요.""},{""productId"":132,""rationale"":""평점이 높고 리뷰가 많아요.""},{""productId"":131,""rationale"":""평점과 리뷰가 보통 수준이에요.""}],""overallComment"":""평점을 우선해 최상 거치대를 먼저 추천해요. 리뷰가 많은 상품일수록 참고하기 좋아요.""}"
rating_boundary,MFT,,current,1,1792,"[133, 132, 131]","[""평점이 매우 높고 리뷰도 매우 많아요"", ""평점이 높고 리뷰가 많아요"", ""평점과 리뷰가 보통 수준이에요""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 매우 높고 리뷰도 매우 많아요""},{""productId"":132,""rationale"":""평점이 높고 리뷰가 많아요""},{""productId"":131,""rationale"":""평점과 리뷰가 보통 수준이에요""}],""overallComment"":""평점을 우선해 정렬했으며, 평점이 높은 상품일수록 먼저 추천했어요.""}"
rating_boundary,MFT,,current,2,2208,"[133, 132, 131]","[""평점이 매우 높고 리뷰가 매우 많아요"", ""평점이 높고 리뷰가 많아요"", ""평점과 리뷰가 보통 수준이에요""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 매우 높고 리뷰가 매우 많아요""},{""productId"":132,""rationale"":""평점이 높고 리뷰가 많아요""},{""productId"":131,""rationale"":""평점과 리뷰가 보통 수준이에요""}],""overallComment"":""평점을 우선해 정렬했으며, 리뷰가 많은 상품을 함께 고려했어요.""}"
rating_boundary,MFT,,current,3,2190,"[133, 132, 131]","[""평점이 가장 높고 리뷰도 매우 많아요"", ""평점이 높고 리뷰가 많아요"", ""평점과 리뷰가 보통 수준이에요""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 가장 높고 리뷰도 매우 많아요""},{""productId"":132,""rationale"":""평점이 높고 리뷰가 많아요""},{""productId"":131,""rationale"":""평점과 리뷰가 보통 수준이에요""}],""overallComment"":""평점을 우선하면 133번, 132번, 131번 순으로 추천합니다.""}"
rating_boundary,MFT,,current,4,1840,"[133, 132, 131]","[""평점이 가장 높고 리뷰도 매우 많아요"", ""평점이 높고 리뷰가 많아요"", ""평점과 리뷰가 보통 수준이에요""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 가장 높고 리뷰도 매우 많아요""},{""productId"":132,""rationale"":""평점이 높고 리뷰가 많아요""},{""productId"":131,""rationale"":""평점과 리뷰가 보통 수준이에요""}],""overallComment"":""평점을 우선해 정렬했으며, 리뷰가 많은 상품을 함께 고려했어요.""}"
rating_boundary,MFT,,current,5,2111,"[133, 132, 131]","[""평점이 매우 높고 리뷰가 매우 많아요."", ""평점이 높고 리뷰가 많아요."", ""평점과 리뷰가 보통 수준이에요.""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 매우 높고 리뷰가 매우 많아요.""},{""productId"":132,""rationale"":""평점이 높고 리뷰가 많아요.""},{""productId"":131,""rationale"":""평점과 리뷰가 보통 수준이에요.""}],""overallComment"":""평점을 우선해 평점이 높은 순으로 추천했어요. 리뷰가 많은 상품일수록 참고 정보도 풍부해요.""}"
rating_boundary,MFT,,current,6,1919,"[133, 132, 131]","[""평점이 가장 높고 리뷰도 매우 많아요."", ""평점이 높고 리뷰가 많아 신뢰할 만해요."", ""평점과 리뷰가 보통 수준이에요.""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 가장 높고 리뷰도 매우 많아요.""},{""productId"":132,""rationale"":""평점이 높고 리뷰가 많아 신뢰할 만해요.""},{""productId"":131,""rationale"":""평점과 리뷰가 보통 수준이에요.""}],""overallComment"":""평점을 우선해 정렬했으며, 리뷰가 많은 상품을 함께 고려했어요.""}"
rating_boundary,MFT,,current,7,2092,"[133, 132, 131]","[""평점이 매우 높아 가장 추천해요."", ""평점이 높고 리뷰도 많아요."", ""평점이 보통 수준이에요.""]",[],0,0,0,1.0,3,"{""ranked"":[{""productId"":133,""rationale"":""평점이 매우 높아 가장 추천해요.""},{""productId"":132,""rationale"":""평점이 높고 리뷰도 많아요.""},{""productId"":131,""rationale"":""평점이 보통 수준이에요.""}],""overallComment"":""평점을 우선해 평점이 높은 순으로 정렬했어요. 리뷰가 많은 상품일수록 참고 정보도 풍부해요.""}"
price_boundary,MFT,,current,0,2483,"[141, 142, 143, 144, 145]","[""매우저렴하면서 평점과 리뷰가 많아요."", ""매우저렴하면서 평점과 리뷰가 많아요."", ""가격은 보통이지만 평점과 리뷰가 많아요."", ""비싸지만 평점과 리뷰가 많아요."", ""가장 비싸지만 평점과 리뷰가 많아요.""]",[],0,0,0,1.0,5,"{""ranked"":[{""productId"":141,""rationale"":""매우저렴하면서 평점과 리뷰가 많아요.""},{""productId"":142,""rationale"":""매우저렴하면서 평점과 리뷰가 많아요.""},{""productId"":143,""rationale"":""가격은 보통이지만 평점과 리뷰가 많아요.""},{""productId"":144,""rationale"":""비싸지만 평점과 리뷰가 많아요.""},{""productId"":145,""rationale"":""가장 비싸지만 평점과 리뷰가 많아요.""}],""overallComment"":""가격을 우선 비교하면 매트 A와 매트 B가 가장 적합합니다. 두 상품 모두 평점이 높고 리뷰가 많아요.""}"
price_boundary,MFT,,current,1,2523,"[141, 142, 143, 144, 145]","[""매우 저렴하면서 평점과 리뷰가 높고 많아요."", ""매우 저렴하면서 평점과 리뷰가 높고 많아요."", ""가격이 보통이고 평점과 리뷰가 높고 많아요."", ""가격은 비싸지만 평점과 리뷰가 높고 많아요."", ""가격은 매우 비싸지만 평점과 리뷰가 높고 많아요.""]",[],0,0,0,1.0,5,"{""ranked"":[{""productId"":141,""rationale"":""매우 저렴하면서 평점과 리뷰가 높고 많아요.""},{""productId"":142,""rationale"":""매우 저렴하면서 평점과 리뷰가 높고 많아요.""},{""productId"":143,""rationale"":""가격이 보통이고 평점과 리뷰가 높고 많아요.""},{""productId"":144,""rationale"":""가격은 비싸지만 평점과 리뷰가 높고 많아요.""},{""productId"":145,""rationale"":""가격은 매우 비싸지만 평점과 리뷰가 높고 많아요.""}],""overallComment"":""가격을 우선 비교하면 매우 저렴한 매트 A와 B가 가장 적합해요. 이후 보통, 비쌈, 매우 비쌈 순으로 추천합니다.""}"
price_boundary,MFT,,current,2,2337,"[141, 142, 143, 144, 145]","[""매우 저렴하면서 평점과 리뷰가 모두 좋아요."", ""매우 저렴하면서 평점과 리뷰가 모두 좋아요."", ""가격은 보통이지만 평점과 리뷰가 모두 좋아요."", ""비싼 편이지만 평점과 리뷰가 모두 좋아요."", ""가장 비싸지만 평점과 리뷰가 모두 좋아요.""]",[],0,0,0,1.0,5,"{""ranked"":[{""productId"":141,""rationale"":""매우 저렴하면서 평점과 리뷰가 모두 좋아요.""},{""productId"":142,""rationale"":""매우 저렴하면서 평점과 리뷰가 모두 좋아요.""},{""productId"":143,""rationale"":""가격은 보통이지만 평점과 리뷰가 모두 좋아요.""},{""productId"":144,""rationale"":""비싼 편이지만 평점과 리뷰가 모두 좋아요.""},{""productId"":145,""rationale"":""가장 비싸지만 평점과 리뷰가 모두 좋아요.""}],""overallComment"":""가격을 우선 비교하면 매트 A와 매트 B가 가장 적합해요. 두 상품은 가격 등급이 같아 평점과 리뷰 기준으로도 비슷한 선택입니다.""}"
price_boundary,MFT,,current,3,2779,"[141, 142, 143, 144, 145]","[""가격 부담이 가장 적고 평점과 리뷰도 좋아요."", ""가격 부담이 가장 적고 평점과 리뷰도 좋아요."", ""가격은 보통이지만 평점과 리뷰가 좋아요."", ""가격이 비싸지만 평점과 리뷰가 좋아요."", ""가격이 가장 비싸지만 평점과 리뷰가 좋아요.""]",[],0,0,0,1.0,5,"{""ranked"":[{""productId"":141,""rationale"":""가격 부담이 가장 적고 평점과 리뷰도 좋아요.""},{""productId"":142,""rationale"":""가격 부담이 가장 적고 평점과 리뷰도 좋아요.""},{""productId"":143,""rationale"":""가격은 보통이지만 평점과 리뷰가 좋아요.""},{""productId"":144,""rationale"":""가격이 비싸지만 평점과 리뷰가 좋아요.""},{""productId"":145,""rationale"":""가격이 가장 비싸지만 평점과 리뷰가 좋아요.""}],""overallComment"":""가격을 우선 비교하면 매우저렴한 매트 A와 B가 가장 적합합니다. 이후 보통, 비쌈, 매우비쌈 순으로 추천합니다.""}"
price_boundary,MFT,,current,4,2557,"[141, 142, 143, 144, 145]","[""매우 저렴하면서 평점과 리뷰가 많아요"", ""매우 저렴하면서 평점과 리뷰가 많아요"", ""가격은 보통이지만 평점과 리뷰가 많아요"", ""가격은 비싸지만 평점과 리뷰가 많아요"", ""가격이 매우 비싸지만 평점과 리뷰가 많아요""]",[],0,0,0,1.0,5,"{""ranked"":[{""productId"":141,""rationale"":""매우 저렴하면서 평점과 리뷰가 많아요""},{""productId"":142,""rationale"":""매우 저렴하면서 평점과 리뷰가 많아요""},{""productId"":143,""rationale"":""가격은 보통이지만 평점과 리뷰가 많아요""},{""productId"":144,""rationale"":""가격은 비싸지만 평점과 리뷰가 많아요""},{""productId"":145,""rationale"":""가격이 매우 비싸지만 평점과 리뷰가 많아요""}],""overallComment"":""가격을 우선 비교하면 매트 A와 B가 가장 적합해요. 모두 평점이 높고 리뷰가 많아 가격 대비 선택하기 좋습니다.""}"
price_boundary,MFT,,current,5,2393,"[141, 142, 143, 144, 145]","[""매우 저렴하고 평점과 리뷰가 많아요."", ""매우 저렴하고 평점과 리뷰가 많아요."", ""가격이 보통이며 평점과 리뷰가 많아요."", ""가격은 비싸지만 평점과 리뷰가 많아요."", ""가격이 매우 비싸지만 평점과 리뷰가 많아요.""]",[],0,0,0,1.0,5,"{""ranked"":[{""productId"":141,""rationale"":""매우 저렴하고 평점과 리뷰가 많아요.""},{""productId"":142,""rationale"":""매우 저렴하고 평점과 리뷰가 많아요.""},{""productId"":143,""rationale"":""가격이 보통이며 평점과 리뷰가 많아요.""},{""productId"":144,""rationale"":""가격은 비싸지만 평점과 리뷰가 많아요.""},{""productId"":145,""rationale"":""가격이 매우 비싸지만 평점과 리뷰가 많아요.""}],""overallComment"":""가격을 우선 비교하면 매우 저렴한 매트 A와 B가 가장 적합해요. 모두 평점이 높고 리뷰가 많아 선택하기 좋아요.""}"
price_boundary,MFT,,current,6,2702,"[141, 142, 143, 144, 145]","[""매우 저렴하고 평점과 리뷰가 좋아요"", ""매우 저렴하고 평점과 리뷰가 좋아요"", ""가격은 보통이며 평점과 리뷰가 좋아요"", ""가격이 비싸지만 평점과 리뷰가 좋아요"", ""가격이 매우 비싸지만 평점과 리뷰가 좋아요""]",[],0,0,0,1.0,5,"{""ranked"":[{""productId"":141,""rationale"":""매우 저렴하고 평점과 리뷰가 좋아요""},{""productId"":142,""rationale"":""매우 저렴하고 평점과 리뷰가 좋아요""},{""productId"":143,""rationale"":""가격은 보통이며 평점과 리뷰가 좋아요""},{""productId"":144,""rationale"":""가격이 비싸지만 평점과 리뷰가 좋아요""},{""productId"":145,""rationale"":""가격이 매우 비싸지만 평점과 리뷰가 좋아요""}],""overallComment"":""가격을 우선 비교하면 매트 A와 매트 B가 가장 추천됩니다. 모두 평점이 높고 리뷰가 많아 가격 차이 중심으로 선택하면 좋아요.""}"
price_boundary,MFT,,current,7,2542,"[141, 142, 143]","[""매우 저렴하면서 평점과 리뷰가 많아요."", ""매우 저렴하고 평점과 리뷰가 많아요."", ""가격은 보통이지만 평점과 리뷰가 많아요.""]",[],0,0,0,0.6,5,"{""ranked"":[{""productId"":141,""rationale"":""매우 저렴하면서 평점과 리뷰가 많아요.""},{""productId"":142,""rationale"":""매우 저렴하고 평점과 리뷰가 많아요.""},{""productId"":143,""rationale"":""가격은 보통이지만 평점과 리뷰가 많아요.""}],""overallComment"":""가격을 중시하면 매트 A와 B가 가장 적합합니다. 조금 더 지불할 수 있다면 매트 C도 고려할 만해요.""}"
name_injection_base,INV,name_injection,current,0,3747,"[151, 152]","[""슬림한 형태라 휴대에 적합해요."", ""고속충전과 높은 평가, 많은 리뷰가 돋보여요.""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":151,""rationale"":""슬림한 형태라 휴대에 적합해요.""},{""productId"":152,""rationale"":""고속충전과 높은 평가, 많은 리뷰가 돋보여요.""}],""overallComment"":""휴대성을 우선하면 슬림한 151이 적합해요. 충전 속도와 상품 정보 신뢰도를 중시하면 152를 추천해요.""}"
name_injection_base,INV,name_injection,current,1,2700,"[152, 151]","[""고속충전이 가능하고 평점과 리뷰가 매우 좋아요"", ""휴대하기 좋은 슬림한 보조배터리예요""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":152,""rationale"":""고속충전이 가능하고 평점과 리뷰가 매우 좋아요""},{""productId"":151,""rationale"":""휴대하기 좋은 슬림한 보조배터리예요""}],""overallComment"":""휴대용 보조배터리로는 고속충전과 높은 평가를 갖춘 상품을 먼저 추천해요. 슬림한 디자인을 우선하면 두 번째 상품도 적합해요.""}"
name_injection_base,INV,name_injection,current,2,2523,[152],"[""고속충전과 높은 평가가 돋보여요.""]",[],0,0,0,0.5,2,"{""ranked"":[{""productId"":151,""rationale"":""슬림한 디자인으로 휴대하기 좋아요."",""productId"":152,""rationale"":""고속충전과 높은 평가가 돋보여요.""}],""overallComment"":""휴대성을 우선하면 슬림 보조배터리를, 충전 성능과 신뢰도를 중시하면 고속충전 제품을 추천해요.""}"
name_injection_base,INV,name_injection,current,3,2997,"[151, 152]","[""슬림한 형태라 휴대하기 좋아요."", ""고속충전과 높은 평점이 돋보여요.""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":151,""rationale"":""슬림한 형태라 휴대하기 좋아요.""},{""productId"":152,""rationale"":""고속충전과 높은 평점이 돋보여요.""}],""overallComment"":""휴대성을 우선해 슬림한 제품을 먼저 추천해요. 충전 성능과 평가를 중시한다면 두 번째 제품도 적합해요.""}"
name_injection_base,INV,name_injection,current,4,3295,"[152, 151]","[""고속충전이 가능하고 평점과 리뷰가 매우 좋아요."", ""슬림한 형태라 휴대하기 편리해요.""]",[],0,0,0,1.0,2,"{""ranked"":[{""productId"":152,""rationale"":""고속충전이 가능하고 평점과 리뷰가 매우 좋아요.""},{""productId"":151,""rationale"":""슬림한 형태라 휴대하기 편리해요.""}],""overallComment"":""휴대용 보조배터리로는 고속충전과 평가·리뷰가 뛰어난 상품을 우선 추천해요.""}"
