caseId,n,slice,intent,case,semanticQueryIsFallback,semanticQuery,verdict,expectedReask,outcome,causeAxes,blockingAxes,expansionReason,latencyMs,unionVerdict,unionOutcome,unionMappedLegCount,unionCategoryExpanded,unionFiltersCategory,unionExpansionReason,unionBlockingAxes,unionStageLatencyMs,unionStageError
buy-under-0004,4,what_axis,recommend,3,False,무선 이어폰,False,False,correctReject,,,,3153,False,correctReject,1,False,음향가전 > 이어폰,,categoryLegs;categoryQueries;filters.category;semanticQueryIsFallback,1000,
buy-under-0004,5,what_axis,recommend,3,False,이어폰,False,False,correctReject,,,no_legs,5397,False,correctReject,1,False,음향가전 > 이어폰,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,3244,
buy-under-0004,6,what_axis,recommend,3,False,무선 이어폰,False,False,correctReject,,,no_legs,3599,False,correctReject,1,False,휴대폰 액세서리 > 케이스,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,1755,
buy-under-0004,7,what_axis,recommend,3,False,무선 이어폰,False,False,correctReject,,,,2333,False,correctReject,1,False,음향가전 > 이어폰,,categoryLegs;categoryQueries;filters.category;semanticQueryIsFallback,377,
buy-under-0005,0,what_axis,recommend,3,False,삼성 제품,False,False,correctReject,,,,32796,False,correctReject,3,False,생활가전 > 청소기,mapping_failed,categoryLegs;categoryQueries;filters.brand;filters.category;semanticQueryIsFallback,30612,
buy-under-0005,1,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,4694,False,correctReject,8,True,,,categoryLegs;categoryQueries;filters.brand;semanticQueryIsFallback,2431,
buy-under-0005,2,what_axis,recommend,3,False,삼성 브랜드의 가전제품,False,False,correctReject,,,,5826,False,correctReject,3,False,냉장고 > 양문형 냉장고,mapping_failed,categoryLegs;categoryQueries;filters.brand;filters.category;semanticQueryIsFallback,3473,
buy-under-0005,3,what_axis,recommend,3,False,삼성 제품,False,False,correctReject,,,,5763,False,correctReject,2,False,TV > TV주변기기,mapping_failed,categoryLegs;categoryQueries;filters.brand;filters.category;semanticQueryIsFallback,2637,
buy-under-0005,4,what_axis,recommend,3,False,삼성 제품,False,False,correctReject,,,no_legs,5304,False,correctReject,1,False,계절가전 > 에어컨,no_legs,categoryLegs;filters.brand;filters.category;semanticQueryIsFallback,3254,
buy-under-0005,5,what_axis,recommend,3,False,삼성 제품,False,False,correctReject,,,no_legs,4943,False,correctReject,1,False,생활가전 > 청소기,no_legs,categoryLegs;filters.category;filters.keyword;semanticQueryIsFallback,2597,
buy-under-0005,6,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,3340,False,correctReject,8,True,,,categoryLegs;categoryQueries;filters.brand;semanticQueryIsFallback,902,
buy-under-0005,7,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,3043,False,correctReject,8,True,,,categoryLegs;categoryQueries;filters.brand;semanticQueryIsFallback,947,
buy-under-0006,0,multiturn_gate,recommend,2,False,5만원 이하,False,False,correctReject,,,,34788,False,correctReject,0,False,,,semanticQueryIsFallback,2225,
buy-under-0006,1,multiturn_gate,recommend,2,False,5만원 이하,False,False,correctReject,,,,2088,False,correctReject,0,False,,,semanticQueryIsFallback,1,
buy-under-0006,2,multiturn_gate,recommend,2,False,5만원 이하 상품,False,False,correctReject,,,,4117,False,correctReject,0,False,,,semanticQueryIsFallback,1540,
buy-under-0006,3,multiturn_gate,recommend,2,False,5만원 이하,False,False,correctReject,,,,2113,False,correctReject,0,False,,,semanticQueryIsFallback,1,
buy-under-0006,4,multiturn_gate,recommend,2,False,5만원 이하,False,False,correctReject,,,,3653,False,correctReject,0,False,,,semanticQueryIsFallback,938,
buy-under-0006,5,multiturn_gate,recommend,2,False,5만원 이하,False,False,correctReject,,,,5301,False,correctReject,0,False,,,semanticQueryIsFallback,3037,
buy-under-0006,6,multiturn_gate,recommend,2,False,다양한 상품 중에서 가격이 5만원 이하인 상품,False,False,correctReject,,,,2208,False,correctReject,0,False,,,filters.attrConditions;semanticQueryIsFallback,1,
buy-under-0006,7,multiturn_gate,recommend,2,False,5만원 이하,False,False,correctReject,,,,2733,False,correctReject,0,False,,,semanticQueryIsFallback,705,
buy-under-0007,0,blocking_rating,recommend,2,False,평점 4 이상 아무거나,False,False,correctReject,,,,4693,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,370,
buy-under-0007,1,blocking_rating,recommend,2,False,평점이 4 이상인 상품,False,False,correctReject,,,,5825,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,3401,
buy-under-0007,2,blocking_rating,recommend,2,False,평점이 높은 상품,False,False,correctReject,,,,2112,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
buy-under-0007,3,blocking_rating,recommend,2,False,평점이 높은 제품 중 4 이상,False,False,correctReject,,,,3655,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1014,
buy-under-0007,4,blocking_rating,recommend,2,False,평점이 4 이상인 상품,False,False,correctReject,,,,5300,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,3250,
buy-under-0007,5,blocking_rating,recommend,2,False,평점이 4 이상인 상품,False,False,correctReject,,,,2044,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
buy-under-0007,6,blocking_rating,recommend,2,False,평점 4 이상 아무거나,False,False,correctReject,,,,2903,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,470,
buy-under-0007,7,blocking_rating,recommend,2,False,평점이 높은 상품,False,False,correctReject,,,,2352,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0001,0,blocking_rating,recommend,2,False,별점 4.5 이상인 상품,False,False,correctReject,,,,2255,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0001,1,blocking_rating,recommend,2,False,별점 4.5 이상인 상품,False,False,correctReject,,,,3956,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,861,
under-br-0001,2,blocking_rating,recommend,2,False,별점 4.5 이상인 상품,False,False,correctReject,,,,5758,False,correctReject,0,False,,,filters.attrConditions;filters.rating_min;semanticQueryIsFallback,2489,
under-br-0001,3,blocking_rating,recommend,2,False,평점이 4.5 이상인 상품,False,False,correctReject,,,,5310,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,2877,
under-br-0001,4,blocking_rating,recommend,2,False,별점이 4.5 이상인 상품,False,False,correctReject,,,,2333,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0001,5,blocking_rating,recommend,2,False,별점 4.5 이상인 상품,False,False,correctReject,,,,2610,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,470,
under-br-0001,6,blocking_rating,recommend,2,False,별점 4.5 이상인 상품,False,False,correctReject,,,,2236,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0001,7,blocking_rating,recommend,2,False,별점 4.5 이상,False,False,correctReject,,,,2434,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0002,0,blocking_rating,recommend,2,False,평점이 높은 상품,False,False,correctReject,,,,4241,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,2,
under-br-0002,1,blocking_rating,recommend,2,False,평점 4점대 이상 무선/유사 카테고리 제품,False,False,correctReject,,,,2367,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0002,2,blocking_rating,recommend,2,False,평점 4점대 이상인 상품,False,False,correctReject,,,,28184,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0002,3,blocking_rating,recommend,2,False,평점 4점대 이상 상품,False,False,correctReject,,,,6634,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,2226,
under-br-0002,4,blocking_rating,recommend,2,False,무엇을 찾을지 특정 상품명이 없는 상태에서 높은 평점의 상품을 찾기,False,False,correctReject,,,,4643,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,762,
under-br-0002,5,blocking_rating,recommend,2,False,평점 4점대 이상으로만 보여줘,False,False,correctReject,,,,2773,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0002,6,blocking_rating,recommend,2,False,평점 4점대 이상 상품,False,False,correctReject,,,,2158,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0002,7,blocking_rating,recommend,2,False,높은 평점의 상품,False,False,correctReject,,,,2863,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0003,0,blocking_rating,recommend,2,False,리뷰 평점 4 넘는 상품,False,False,correctReject,,,,2737,False,correctReject,0,False,,,filters.keyword;filters.rating_min;semanticQueryIsFallback,1,
under-br-0003,1,blocking_rating,recommend,2,False,리뷰 평점 4 넘는 상품,False,False,correctReject,,,,27886,False,correctReject,0,False,,,filters.keyword;filters.rating_min;semanticQueryIsFallback,1,
under-br-0003,2,blocking_rating,recommend,2,False,리뷰 평점이 4 이상인 상품,False,False,correctReject,,,,8444,False,correctReject,0,False,,,filters.keyword;filters.rating_min;semanticQueryIsFallback,3860,
under-br-0003,3,blocking_rating,recommend,2,False,리뷰 평점 4 넘는 상품,False,False,correctReject,,,,2043,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0003,4,blocking_rating,recommend,2,False,리뷰 평점 4 넘는 상품,False,False,correctReject,,,,3056,False,correctReject,8,True,,,categoryLegs;categoryQueries;filters.rating_min;semanticQueryIsFallback,380,
under-br-0003,5,blocking_rating,recommend,2,False,4점 이상 평점 상품,False,False,correctReject,,,,2667,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0003,6,blocking_rating,recommend,2,False,4점 이상인 상품,False,False,correctReject,,,,2841,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0003,7,blocking_rating,recommend,2,False,리뷰 평점이 4 이상인 상품,False,False,correctReject,,,,2320,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0004,0,blocking_rating,recommend,2,False,평점이 높은 상품,False,False,correctReject,,,,27413,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,2,
under-br-0004,1,blocking_rating,recommend,2,False,평점 3.5 이상이면 뭐든 좋아,False,False,correctReject,,,,9331,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,4940,
under-br-0004,2,blocking_rating,recommend,2,False,평점 3.5 이상이면 뭐든 좋아,False,False,correctReject,,,,2017,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0004,3,blocking_rating,recommend,2,False,평점 3.5 이상인 상품,False,False,correctReject,,,,2635,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,565,
under-br-0004,4,blocking_rating,recommend,2,False,평점 3.5 이상인 상품,False,False,correctReject,,,,2989,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0004,5,blocking_rating,recommend,2,False,평점이 3.5 이상인 상품,False,False,correctReject,,,,3876,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0004,6,blocking_rating,recommend,2,False,평점 3.5 이상이면 뭐든 좋아,False,False,correctReject,,,,3161,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,2,
under-br-0004,7,blocking_rating,recommend,2,False,평점 3.5 이상이면 뭐든 좋아,False,False,correctReject,,,,10720,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,7843,
under-cbs-0001,0,constraint_budget_set,recommend,2,False,전부 다 합쳐서 10만원 이내로 구매 가능한 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,25944,False,miss,0,False,,,semanticQueryIsFallback,1,
under-cbs-0001,1,constraint_budget_set,recommend,3,False,목표 예산 내 모든 물품을 한 번에 구입하기 위한 추천,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,9093,False,miss,3,False,수납가구 > 소품 수납정리함,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,5996,
under-cbs-0001,2,constraint_budget_set,recommend,3,False,10만원 이내로 전체 구성 구매,False,True,miss,multiple,filters.attrConditions;semanticQueryIsFallback,no_legs,4649,False,miss,1,False,수납정리용품 > 리빙박스,no_legs,categoryLegs;filters.attrConditions;filters.category;semanticQueryIsFallback,2481,
under-cbs-0001,3,constraint_budget_set,recommend,2,False,10만원 내로 모든 품목 구매,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2729,False,miss,0,False,,,semanticQueryIsFallback,1,
under-cbs-0001,4,constraint_budget_set,recommend,2,False,10만원 이하 총 예산으로 모든 필요한 물건,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2478,False,miss,0,False,,,semanticQueryIsFallback,1,
under-cbs-0001,5,constraint_budget_set,recommend,2,False,전부 10만원 이하로 모든 물건,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2385,False,miss,0,False,,,semanticQueryIsFallback,1,
under-cbs-0001,6,constraint_budget_set,recommend,3,False,예산 범위 내 전체 구매,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,8804,False,miss,1,False,수납가구 > 소품 수납정리함,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,5341,
under-cbs-0001,7,constraint_budget_set,recommend,2,False,예산 10만원 이내로 모든 품목을 한꺼번에 구매,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,4358,False,miss,0,False,,,semanticQueryIsFallback,1816,
under-cbs-0002,0,constraint_budget_set,recommend,3,False,세트 구성,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,10577,False,miss,2,False,주방용품 > 프라이팬,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,7150,
under-cbs-0002,1,constraint_budget_set,recommend,2,False,세트 구성,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2383,False,miss,0,False,,,semanticQueryIsFallback,116,
under-cbs-0002,2,constraint_budget_set,recommend,3,False,세트 구성,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,25359,False,miss,2,False,주방잡화 > 냄비/컵/수저받침,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,20479,
under-cbs-0002,3,constraint_budget_set,recommend,3,False,8만원 세트 구성,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,9098,False,miss,1,False,욕실용품 > 욕실수납,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,7160,
under-cbs-0002,4,constraint_budget_set,recommend,2,False,8만원 예산으로 세트 구성,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2365,False,miss,0,False,,,semanticQueryIsFallback,1,
under-cbs-0002,5,constraint_budget_set,recommend,3,False,세트 구성,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,8482,False,miss,8,True,,no_legs,categoryLegs;semanticQueryIsFallback,4734,
under-cbs-0002,6,constraint_budget_set,recommend,2,False,8만원 세트 구성,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,4712,False,miss,0,False,,,semanticQueryIsFallback,1,
under-cbs-0002,7,constraint_budget_set,recommend,2,False,세트 구성,False,True,miss,multiple,categoryQueries;semanticQueryIsFallback,,6484,False,miss,1,False,스킨케어 > 스킨케어 세트,,categoryLegs;categoryQueries;filters.category;semanticQueryIsFallback,4018,
under-cbs-0003,0,constraint_budget_set,recommend,3,False,예산 6만원 다 써서 이것저것 담아줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,12465,False,miss,1,False,주방잡화 > 냄비/컵/수저받침,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,8308,
under-cbs-0003,1,constraint_budget_set,recommend,2,False,예산 6만원 다 써서 이것저것 담아줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2021,False,miss,0,False,,,semanticQueryIsFallback,1,
under-cbs-0003,2,constraint_budget_set,recommend,3,False,무엇을 살지 정하지 못하고 예산 6만원으로 여러 아이템을 담아주는 추천,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,27624,False,miss,2,False,주방가구 > 주방수납장,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,24454,
under-cbs-0003,3,constraint_budget_set,recommend,3,False,예산 6만원 다 써서 이것저것 담아줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,6994,False,miss,1,False,청소용품 > 휴지통,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,4488,
under-cbs-0003,4,constraint_budget_set,recommend,3,False,예산 6만원 다 써서 이것저것 담아줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,5801,False,miss,1,False,문구/사무용품 > 문구용품,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,3672,
under-cbs-0003,5,constraint_budget_set,recommend,3,False,예산 6만원 다 써서 이것저것 담아줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,5594,False,miss,1,False,여행가방/소품 > 하드 캐리어,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,3648,
under-cbs-0003,6,constraint_budget_set,recommend,3,False,예산 6만원 다 써서 이것저것 담아줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,3841,False,miss,8,True,,no_legs,categoryLegs;semanticQueryIsFallback,1824,
under-cbs-0003,7,constraint_budget_set,recommend,3,False,예산 6만원 다 써서 이것저것 담아줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,7825,False,miss,2,False,공구 > 전동공구,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,4729,
under-cp-0001,0,constraint_price,recommend,2,False,가격대가 3만원 이상인 상품,False,True,miss,multiple,filters.attrConditions;semanticQueryIsFallback,,2114,False,miss,0,False,,,filters.attrConditions;semanticQueryIsFallback,1,
under-cp-0001,1,constraint_price,recommend,2,False,"30,000원 이상 무관 상품",False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2127,False,miss,0,False,,,semanticQueryIsFallback,1,
under-cp-0001,2,constraint_price,recommend,2,False,가격대 3만원 이상 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,25407,False,miss,0,False,,,semanticQueryIsFallback,3698,
under-cp-0001,3,constraint_price,recommend,2,False,가격대 3만원 이상 무관한 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,6990,False,miss,0,False,,,semanticQueryIsFallback,3609,
under-cp-0001,4,constraint_price,recommend,2,False,5만원 이상 아무거나,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2098,False,miss,0,False,,,semanticQueryIsFallback,1,
under-cp-0001,5,constraint_price,recommend,2,False,가격대가 30000원 이상인 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,6575,False,miss,0,False,,,semanticQueryIsFallback,3229,
under-cp-0001,6,constraint_price,recommend,2,False,무엇이든 30000원 이상인 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2725,False,miss,0,False,,,semanticQueryIsFallback,603,
under-cp-0001,7,constraint_price,recommend,2,False,가격대 넓혀서 30000원 이상 아무거나,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,3838,False,miss,0,False,,,semanticQueryIsFallback,1675,
under-cp-0002,0,constraint_price,recommend,2,False,10만원 이내에서 구매할 수 있는 다양한 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2136,False,miss,0,False,,,semanticQueryIsFallback,1,
under-cp-0002,1,constraint_price,recommend,2,False,가격 범위 내에서 아무거나 추천해줘,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,27506,False,miss,0,False,,,semanticQueryIsFallback,4519,
under-cp-0002,2,constraint_price,recommend,2,False,10만원 이내에서 구매 가능한 다양한 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,4818,False,miss,0,False,,,semanticQueryIsFallback,2837,
under-cp-0002,3,constraint_price,recommend,2,False,100000원 내에서 살 수 있는 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2179,False,miss,0,False,,,semanticQueryIsFallback,170,
under-cp-0002,4,constraint_price,recommend,2,False,10만원 이내에서 구매 가능한 모든 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,5798,False,miss,0,False,,,semanticQueryIsFallback,3305,
under-cp-0002,5,constraint_price,recommend,2,False,10만원 이내에서 구매 가능한 품목,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,5594,False,miss,0,False,,,semanticQueryIsFallback,3399,
under-cp-0002,6,constraint_price,recommend,2,False,10만원 이내에서 구매 가능한 다양한 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,3844,False,miss,0,False,,,semanticQueryIsFallback,1647,
under-cp-0002,7,constraint_price,recommend,2,False,10만원 이내에서 구매 가능한 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,4631,False,miss,0,False,,,semanticQueryIsFallback,2161,
under-cp-0003,0,constraint_price,recommend,2,False,가격대 2만원에서 5만원 사이의 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,4633,False,miss,0,False,,,semanticQueryIsFallback,2491,
